,Replication_ID,Ratio,Best_K,MAE,RMSE,R2
458,152,0.75,7,34305.40542342568,68036.85328804309,0.8128953882755797
459,153,0.65,8,34677.31412589618,67192.50310196003,0.8141980570834212
460,153,0.7,6,34403.233108021384,66471.31015611796,0.8181651642079615
461,153,0.75,7,34350.36829850295,66690.7124126775,0.816962816488616
462,154,0.65,8,31506.069669080112,53362.360706761196,0.8577614160496412
463,154,0.7,9,31418.598006212887,53154.155320427504,0.8588692030521672
464,154,0.75,9,31779.4100331987,53556.41093382318,0.856725044535005
465,155,0.65,5,33686.064031798116,62652.19741550196,0.8275721438361019
466,155,0.7,5,33531.072922382635,63562.88026324963,0.8225230527093952
467,155,0.75,7,33513.114284174335,63121.22097217951,0.8249808400263758
468,156,0.65,8,34154.30123128618,62586.724026996526,0.8300959658228011
469,156,0.7,7,34112.1215672356,62615.226968825664,0.8299411768443969
470,156,0.75,7,33790.0684466696,62181.34455477185,0.8322898033249454
471,157,0.65,5,35082.626814413125,68400.83886354309,0.8157535774397614
472,157,0.7,5,35028.61563525406,68504.41546535821,0.8151951612730789
473,157,0.75,5,35433.588426190574,69284.10387765548,0.8109644798709904
474,158,0.65,8,32977.8425757172,60323.20908150327,0.825770576138821
475,158,0.7,6,32958.876098860914,60972.264332029095,0.8220011183216946
476,158,0.75,5,32903.0665170666,61072.33551891134,0.8214163548379372
477,159,0.65,9,32873.550320987946,55516.38204446436,0.854216875979529
478,159,0.7,8,32802.157348054956,55692.46466750426,0.8532906418554551
479,159,0.75,6,32859.07174730046,56026.41716831311,0.8515259201743239
480,160,0.65,5,31856.458971556734,60346.793938964394,0.8608581368351194
481,160,0.7,7,31606.580058733245,60274.66573750516,0.8611905506717373
482,160,0.75,6,31523.467173183177,59991.89669417918,0.8624899007304377
483,161,0.65,6,35104.73221686828,70246.2755885454,0.8094078610044317
484,161,0.7,8,34856.69771633437,70011.9588485488,0.8106772363586795
485,161,0.75,7,34749.3715019269,70037.76548342188,0.8105376406675255
486,162,0.65,7,35881.80008688005,74573.75345070129,0.8001334148674821
487,162,0.7,8,35757.18501504905,74567.87584172402,0.800164919017041
488,162,0.75,5,35739.34855962609,73929.59446897692,0.8035713485782554
489,163,0.65,6,35037.7155288947,69463.44327595217,0.8117708421212169
490,163,0.7,7,34956.61943373718,70273.94628915109,0.8073526810543308
491,163,0.75,7,34904.31173129224,70534.40502088898,0.8059220039745288
492,164,0.65,7,35083.608163946104,67141.34783387791,0.8370215696600154
493,164,0.7,6,34738.7289347088,66755.80554981413,0.8388879209027527
494,164,0.75,6,34423.29315359614,65862.20386965966,0.8431723849397561
495,165,0.65,5,33808.638451908424,66542.77397547378,0.813107738195259
496,165,0.7,4,33417.656665873954,66146.85873819527,0.8153250599886869
497,165,0.75,4,33542.759355654875,66689.2409402041,0.8122840975032944
498,166,0.65,7,33801.768868756066,60374.63379450968,0.8505993553791107
499,166,0.7,7,33399.740337853,59532.305389524874,0.8547390586789183
500,166,0.75,5,33459.1518496106,59697.65336221037,0.853931028241397
501,167,0.65,5,31538.580035316747,58912.81469979925,0.8325434351011153
502,167,0.7,6,31325.137301686504,58922.45680679132,0.8324886162555045
503,167,0.75,6,31437.666047665483,58679.89572027597,0.8338649373668254
504,168,0.65,7,33497.99555895083,59649.17268833085,0.8482787508824454
505,168,0.7,8,33231.55883148599,59149.09876358732,0.8508120232846028
506,168,0.75,5,32997.2741192228,59863.63119634573,0.8471858135111201
507,169,0.65,7,35565.96941096836,70748.60170219635,0.8123365593000477
508,169,0.7,6,35327.94545383395,71458.06722554921,0.8085539175443492
509,169,0.75,5,35310.48868235841,71654.74193979877,0.8074986295738366
510,170,0.65,8,34822.10514328188,67240.88963304732,0.7978320523121073
511,170,0.7,7,34652.72758263973,67491.63863476749,0.7963214259026014
512,170,0.75,8,34466.13603449261,67661.35639842843,0.7952957778125714
